Year,Year Code,Cause of death,Cause of death Code,Deaths,Population,Crude Rate,% of Total Deaths,
2014,2014,Other specified disorders of peritoneum,K66.8,121,318857056,0.04,0.00%,
2014,2014,Other specified symptoms and signs involving the digestive system and abdomen,R19.8,121,318857056,0.04,0.00%,
2014,2014,Other specified drowning and submersion,W73,121,318857056,0.04,0.00%,
2014,2014,Chronic viral hepatitis B without delta-agent,B18.1,120,318857056,0.04,0.00%,
2014,2014,Sicca syndrome [Sjogren],M35.0,120,318857056,0.04,0.00%,
2014,2014,"Occupant of pick-up truck or van injured in noncollision transport accident, passenger injured in traffic accident",V58.6,120,318857056,0.04,0.00%,
2014,2014,Other and unspecified adrenocortical insufficiency,E27.4,119,318857056,0.04,0.00%,
2014,2014,"Duodenal ulcer, unspecified as acute or chronic, without haemorrhage or perforation",K26.9,119,318857056,0.04,0.00%,
2014,2014,"Discitis, unspecified",M46.4,119,318857056,0.04,0.00%,
2014,2014,Vesicointestinal fistula,N32.1,119,318857056,0.04,0.00%,
2014,2014,Oesophageal varices with bleeding,I85.0,118,318857056,0.04,0.00%,
2014,2014,"Peptic ulcer, site unspecified, unspecified as acute or chronic, without haemorrhage or perforation",K27.9,118,318857056,0.04,0.00%,
2014,2014,Other specified diseases of liver,K76.8,118,318857056,0.04,0.00%,
2014,2014,Septicaemia due to Streptococcus pneumoniae,A40.3,117,318857056,0.04,0.00%,
2014,2014,Plasma cell leukaemia - Malignant neoplasms,C90.1,117,318857056,0.04,0.00%,
2014,2014,"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder",F14.9,117,318857056,0.04,0.00%,
2014,2014,Multi-system degeneration,G90.3,117,318857056,0.04,0.00%,
2014,2014,Calculus of gallbladder with other cholecystitis,K80.1,117,318857056,0.04,0.00%,
2014,2014,Unspecified pedal cyclist injured in collision with other and unspecified motor vehicles in traffic accident,V19.6,117,318857056,0.04,0.00%,
2014,2014,Other reconstructive surgery,Y83.4,117,318857056,0.04,0.00%,
2014,2014,Skin of ear and external auricular canal - Malignant neoplasms,C44.2,116,318857056,0.04,0.00%,
2014,2014,"Hereditary haemolytic anaemia, unspecified",D58.9,116,318857056,0.04,0.00%,
2014,2014,"Acute upper respiratory infection, unspecified",J06.9,116,318857056,0.04,0.00%,
2014,2014,Adult hypertrophic pyloric stenosis,K31.1,116,318857056,0.04,0.00%,
2014,2014,Acute tubulo-interstitial nephritis,N10,116,318857056,0.04,0.00%,
2014,2014,Explosion of other materials,W40,116,318857056,0.04,0.00%,
2014,2014,Abscess of lung without pneumonia,J85.2,115,318857056,0.04,0.00%,
2014,2014,"Brain, supratentorial - Uncertain neoplasms",D43.0,114,318857056,0.04,0.00%,
2014,2014,"Gastritis, unspecified",K29.7,114,318857056,0.04,0.00%,
2014,2014,Pedal cyclist [any] injured in unspecified traffic accident,V19.9,114,318857056,0.04,0.00%,
2014,2014,Hairy-cell leukaemia - Malignant neoplasms,C91.4,113,318857056,0.04,0.00%,
2014,2014,"Myopathy, unspecified",G72.9,113,318857056,0.04,0.00%,
2014,2014,HIV disease resulting in other mycoses,B20.5,112,318857056,0.04,0.00%,
2014,2014,Embolism and thrombosis of unspecified vein,I82.9,112,318857056,0.04,0.00%,
2014,2014,Anorexia,R63.0,112,318857056,0.04,0.00%,
2014,2014,Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,X66,112,318857056,0.04,0.00%,
2014,2014,"Diseases of mediastinum, not elsewhere classified",J98.5,111,318857056,0.03,0.00%,
2014,2014,"Connective and soft tissue of head, face and neck - Malignant neoplasms",C49.0,110,318857056,0.03,0.00%,
2014,2014,Ventricular septal defect,Q21.0,110,318857056,0.03,0.00%,
2014,2014,"Contact with lifting and transmission devices, not elsewhere classified",W24,110,318857056,0.03,0.00%,
2014,2014,Sickle-cell anaemia with crisis,D57.0,109,318857056,0.03,0.00%,
2014,2014,Candidal septicaemia,B37.7,108,318857056,0.03,0.00%,
2014,2014,Pleura - Malignant neoplasms,C38.4,108,318857056,0.03,0.00%,
2014,2014,Severe depressive episode without psychotic symptoms,F32.2,108,318857056,0.03,0.00%,
2014,2014,Hypertensive encephalopathy,I67.4,108,318857056,0.03,0.00%,
2014,2014,Portal hypertension,K76.6,108,318857056,0.03,0.00%,
2014,2014,"Car occupant injured in noncollision transport accident, unspecified car occupant injured in traffic accident",V48.9,108,318857056,0.03,0.00%,
2014,2014,"Accident to watercraft causing drowning and submersion, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V90.9,108,318857056,0.03,0.00%,
2014,2014,Mandible - Malignant neoplasms,C41.1,107,318857056,0.03,0.00%,
2014,2014,Other dermatomyositis,M33.1,107,318857056,0.03,0.00%,
2014,2014,"Car occupant injured in collision with car, pick-up truck or van, unspecified car occupant injured in traffic accident",V43.9,107,318857056,0.03,0.00%,
2014,2014,"Poisoning by and exposure to other gases and vapours, undetermined intent",Y17,106,318857056,0.03,0.00%,
2014,2014,Ventral hernia without obstruction or gangrene,K43.9,105,318857056,0.03,0.00%,
2014,2014,Neurofibromatosis (nonmalignant),Q85.0,105,318857056,0.03,0.00%,
2014,2014,West Nile fever,A92.3,104,318857056,0.03,0.00%,
2014,2014,Obstructive hydrocephalus,G91.1,104,318857056,0.03,0.00%,
2014,2014,"Arteriovenous fistula, acquired",I77.0,104,318857056,0.03,0.00%,
2014,2014,"Meninges, unspecified - Malignant neoplasms",C70.9,103,318857056,0.03,0.00%,
2014,2014,Adult T-cell leukaemia - Malignant neoplasms,C91.5,103,318857056,0.03,0.00%,
2014,2014,"Spinal muscular atrophy, unspecified",G12.9,103,318857056,0.03,0.00%,
2014,2014,Acute subendocardial myocardial infarction,I21.4,103,318857056,0.03,0.00%,
2014,2014,"Viral intestinal infection, unspecified",A08.4,102,318857056,0.03,0.00%,
2014,2014,"Acute viral hepatitis, unspecified",B17.9,102,318857056,0.03,0.00%,
2014,2014,"Diaphragmatic hernia with obstruction, without gangrene",K44.0,102,318857056,0.03,0.00%,
2014,2014,"Renal agenesis, unspecified",Q60.2,102,318857056,0.03,0.00%,
2014,2014,"Car occupant injured in collision with heavy transport vehicle or bus, passenger injured in traffic accident",V44.6,101,318857056,0.03,0.00%,
2014,2014,Tuberculosis of bones and joints,A18.0,100,318857056,0.03,0.00%,
2014,2014,"Mediastinum, part unspecified - Malignant neoplasms",C38.3,100,318857056,0.03,0.00%,
2014,2014,"Plasmacytoma, extramedullary - Malignant neoplasms",C90.2,100,318857056,0.03,0.00%,
2014,2014,Kidney - Uncertain neoplasms,D41.0,100,318857056,0.03,0.00%,
2014,2014,Aneurysm of iliac artery,I72.3,100,318857056,0.03,0.00%,
2014,2014,Varicose veins of lower extremities without ulcer or inflammation,I83.9,100,318857056,0.03,0.00%,
2014,2014,Haemothorax,J94.2,100,318857056,0.03,0.00%,
2014,2014,Persistent fetal circulation,P29.3,100,318857056,0.03,0.00%,
2014,2014,Temporal lobe - Malignant neoplasms,C71.2,99,318857056,0.03,0.00%,
2014,2014,Sarcoidosis of other and combined sites,D86.8,99,318857056,0.03,0.00%,
2014,2014,Other specified diseases of intestine,K63.8,99,318857056,0.03,0.00%,
2014,2014,"Slow fetal growth, unspecified",P05.9,99,318857056,0.03,0.00%,
2014,2014,"Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V54.5,99,318857056,0.03,0.00%,
2014,2014,"Lymphoedema, not elsewhere classified",I89.0,98,318857056,0.03,0.00%,
2014,2014,"Unspecified nephritic syndrome, unspecified",N05.9,98,318857056,0.03,0.00%,
2014,2014,Head of pancreas - Malignant neoplasms,C25.0,97,318857056,0.03,0.00%,
2014,2014,Cortex of adrenal gland - Malignant neoplasms,C74.0,97,318857056,0.03,0.00%,
2014,2014,"Secondary parkinsonism, unspecified",G21.9,96,318857056,0.03,0.00%,
2014,2014,"Nephrotic syndrome, unspecified",N04.9,96,318857056,0.03,0.00%,
2014,2014,Newborn affected by oligohydramnios,P01.2,96,318857056,0.03,0.00%,
2014,2014,Unspecified viral encephalitis,A86,95,318857056,0.03,0.00%,
2014,2014,"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder",F11.9,95,318857056,0.03,0.00%,
2014,2014,Sequelae of inflammatory diseases of central nervous system,G09,95,318857056,0.03,0.00%,
2014,2014,"Disease of anus and rectum, unspecified",K62.9,95,318857056,0.03,0.00%,
2014,2014,Marfan syndrome,Q87.4,95,318857056,0.03,0.00%,
2014,2014,Intentional self-harm by other specified means,X83,95,318857056,0.03,0.00%,
2014,2014,Other autoimmune haemolytic anaemias,D59.1,94,318857056,0.03,0.00%,
2014,2014,Other cerebral infarction,I63.8,94,318857056,0.03,0.00%,
2014,2014,"Disease of oesophagus, unspecified",K22.9,94,318857056,0.03,0.00%,
2014,2014,Exposure to ignition or melting of other clothing and apparel,X06,93,318857056,0.03,0.00%,
2014,2014,Acute monocytic leukaemia - Malignant neoplasms,C93.0,92,318857056,0.03,0.00%,
2014,2014,Disorders of urea cycle metabolism,E72.2,92,318857056,0.03,0.00%,
2014,2014,Sialoadenitis,K11.2,92,318857056,0.03,0.00%,
2014,2014,Ulcer of oesophagus,K22.1,92,318857056,0.03,0.00%,
2014,2014,Chronic hepatic failure,K72.1,92,318857056,0.03,0.00%,
2014,2014,CR(E)ST syndrome,M34.1,92,318857056,0.03,0.00%,
2014,2014,Handgun discharge,W32,92,318857056,0.03,0.00%,
2014,2014,HIV disease resulting in wasting syndrome,B22.2,91,318857056,0.03,0.00%,
2014,2014,Monoclonal gammopathy - Uncertain neoplasms,D47.2,91,318857056,0.03,0.00%,
2014,2014,Other inflammatory polyneuropathies,G61.8,91,318857056,0.03,0.00%,
2014,2014,Other nonrheumatic mitral valve disorders,I34.8,91,318857056,0.03,0.00%,
2014,2014,Diverticular disease of large intestine without perforation or abscess,K57.3,91,318857056,0.03,0.00%,
2014,2014,Death from direct obstetric cause occurring more than 42 days but less than one year after delivery,O96.0,91,318857056,0.03,0.00%,
2014,2014,"Caught, crushed, jammed or pinched in or between objects",W23,91,318857056,0.03,0.00%,
2014,2014,Other pulmonary aspergillosis,B44.1,90,318857056,0.03,0.00%,
2014,2014,Primary adrenocortical insufficiency,E27.1,90,318857056,0.03,0.00%,
2014,2014,Hypersensitivity pneumonitis due to unspecified organic dust,J67.9,90,318857056,0.03,0.00%,
2014,2014,"Neuromuscular dysfunction of bladder, unspecified",N31.9,90,318857056,0.03,0.00%,
2014,2014,"Car occupant injured in collision with fixed or stationary object, unspecified car occupant injured in traffic accident",V47.9,90,318857056,0.03,0.00%,
2014,2014,Mycosis fungoides - Malignant neoplasms,C84.0,89,318857056,0.03,0.00%,
2014,2014,"Biliary cirrhosis, unspecified",K74.5,89,318857056,0.03,0.00%,
2014,2014,"Gangrene, not elsewhere classified",R02,89,318857056,0.03,0.00%,
2014,2014,Congenital myopathies,G71.2,88,318857056,0.03,0.00%,
2014,2014,Ischaemic infarction of muscle,M62.2,88,318857056,0.03,0.00%,
2014,2014,Occupant [any] of pick-up truck or van injured in unspecified traffic accident,V59.9,88,318857056,0.03,0.00%,
2014,2014,Person injured in collision between car and pick-up truck or van (traffic),V87.2,88,318857056,0.03,0.00%,
2014,2014,Other specified threats to breathing,W83,88,318857056,0.03,0.00%,
2014,2014,"Overlapping lesion of rectum, anus and anal canal - Malignant neoplasms",C21.8,87,318857056,0.03,0.00%,
2014,2014,"Congenital malformation of brain, unspecified",Q04.9,87,318857056,0.03,0.00%,
2014,2014,Congenital insufficiency of aortic valve,Q23.1,87,318857056,0.03,0.00%,
2014,2014,"Nutritional deficiency, unspecified",E63.9,86,318857056,0.03,0.00%,
2014,2014,"Grand mal seizures, unspecified (with or without petit mal)",G40.6,86,318857056,0.03,0.00%,
2014,2014,Other specified congenital malformations of heart,Q24.8,86,318857056,0.03,0.00%,
2014,2014,"Assault by smoke, fire and flames",X97,86,318857056,0.03,0.00%,
2014,2014,"Septicaemia due to streptococcus, group D",A40.2,85,318857056,0.03,0.00%,
2014,2014,Connective and soft tissue of thorax - Malignant neoplasms,C49.3,85,318857056,0.03,0.00%,
2014,2014,Unspecified appendicitis,K37,85,318857056,0.03,0.00%,
2014,2014,Haemorrhage from other sites in respiratory passages,R04.8,85,318857056,0.03,0.00%,
2014,2014,"Victim of avalanche, landslide and other earth movements",X36,85,318857056,0.03,0.00%,
2014,2014,"Floor of mouth, unspecified - Malignant neoplasms",C04.9,84,318857056,0.03,0.00%,
2014,2014,"Palate, unspecified - Malignant neoplasms",C05.9,84,318857056,0.03,0.00%,
2014,2014,"Refractory anaemia, unspecified - Uncertain neoplasms",D46.4,84,318857056,0.03,0.00%,
2014,2014,Other giant cell arteritis,M31.6,84,318857056,0.03,0.00%,
2014,2014,Subarachnoid haemorrhage from carotid siphon and bifurcation,I60.0,83,318857056,0.03,0.00%,
2014,2014,Polymyalgia rheumatica,M35.3,83,318857056,0.03,0.00%,
2014,2014,Perinatal intestinal perforation,P78.0,83,318857056,0.03,0.00%,
2014,2014,"Water-transport-related drowning and submersion without accident to watercraft, unspecified watercraft, boat NOS, ship NOS, or watercraft NOS",V92.9,83,318857056,0.03,0.00%,
2014,2014,Bitten or struck by other mammals,W55,83,318857056,0.03,0.00%,
2014,2014,Malignant neoplasm of trachea,C33,82,318857056,0.03,0.00%,
2014,2014,Aneurysm of other specified arteries,I72.8,82,318857056,0.03,0.00%,
2014,2014,Other impaction of intestine,K56.4,82,318857056,0.03,0.00%,
2014,2014,Congenital malformation syndromes predominantly associated with short stature,Q87.1,82,318857056,0.03,0.00%,
2014,2014,Other shock,R57.8,82,318857056,0.03,0.00%,
2014,2014,Fall from cliff,W15,82,318857056,0.03,0.00%,
2014,2014,Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances,X69,82,318857056,0.03,0.00%,
2014,2014,Other specified bacterial intestinal infections,A04.8,81,318857056,0.03,0.00%,
2014,2014,Acute transverse myelitis in demyelinating disease of central nervous system,G37.3,81,318857056,0.03,0.00%,
2014,2014,Pyothorax with fistula,J86.0,81,318857056,0.03,0.00%,
2014,2014,"Pathological fracture, not elsewhere classified",M84.4,81,318857056,0.03,0.00%,
2014,2014,"Assault by drugs, medicaments and biological substances",X85,81,318857056,0.03,0.00%,
2014,2014,Malignant melanoma of other and unspecified parts of face - Malignant neoplasms,C43.3,80,318857056,0.03,0.00%,
2014,2014,Stomach - Uncertain neoplasms,D37.1,80,318857056,0.03,0.00%,
2014,2014,"Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified - Uncertain neoplasms",D47.9,80,318857056,0.03,0.00%,
2014,2014,"Rheumatic diseases of endocardium, valve unspecified",I09.1,80,318857056,0.03,0.00%,
2014,2014,Stricture of artery,I77.1,80,318857056,0.03,0.00%,
2014,2014,Other specified disorders of arteries and arterioles,I77.8,80,318857056,0.03,0.00%,
2014,2014,"Cutaneous abscess, furuncle and carbuncle, unspecified",L02.9,80,318857056,0.03,0.00%,
2014,2014,"Female pelvic inflammatory disease, unspecified",N73.9,80,318857056,0.03,0.00%,
2014,2014,"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium",O99.4,79,318857056,0.02,0.00%,
2014,2014,Intentional self-harm by unspecified means,X84,79,318857056,0.02,0.00%,
2014,2014,Vertebral column - Malignant neoplasms,C41.2,78,318857056,0.02,0.00%,
2014,2014,"Iron deficiency anaemia, unspecified",D50.9,78,318857056,0.02,0.00%,
2014,2014,Anorexia nervosa,F50.0,78,318857056,0.02,0.00%,
2014,2014,Embolism and thrombosis of arteries of lower extremities,I74.3,78,318857056,0.02,0.00%,
2014,2014,Other specified congenital malformations,Q89.8,78,318857056,0.02,0.00%,
2014,2014,Other surgical procedures,Y83.8,78,318857056,0.02,0.00%,
2014,2014,Nasal cavity - Malignant neoplasms,C30.0,77,318857056,0.02,0.00%,
2014,2014,Mixed hyperlipidaemia,E78.2,77,318857056,0.02,0.00%,
2014,2014,Other specified degenerative diseases of basal ganglia,G23.8,77,318857056,0.02,0.00%,
2014,2014,Fall involving other furniture,W08,77,318857056,0.02,0.00%,
2014,2014,Hereditary motor and sensory neuropathy,G60.0,76,318857056,0.02,0.00%,
2014,2014,Other infantile cerebral palsy,G80.8,76,318857056,0.02,0.00%,
2014,2014,Other disorders of autonomic nervous system,G90.8,76,318857056,0.02,0.00%,
2014,2014,Aortic (valve) stenosis with insufficiency,I35.2,76,318857056,0.02,0.00%,
2014,2014,Haematemesis,K92.0,76,318857056,0.02,0.00%,
2014,2014,"Occupant of heavy transport vehicle injured in noncollision transport accident, driver injured in traffic accident",V68.5,76,318857056,0.02,0.00%,
2014,2014,Amputation of limb(s),Y83.5,76,318857056,0.02,0.00%,
2014,2014,Removal of other organ (partial) (total),Y83.6,76,318857056,0.02,0.00%,
2014,2014,"Diseases of bronchus, not elsewhere classified",J98.0,75,318857056,0.02,0.00%,
2014,2014,Lower third of oesophagus - Malignant neoplasms,C15.5,74,318857056,0.02,0.00%,
2014,2014,Other types of diffuse non-Hodgkin lymphoma,C83.8,74,318857056,0.02,0.00%,
2014,2014,"Umbilical hernia with obstruction, without gangrene",K42.0,74,318857056,0.02,0.00%,
2014,2014,"Dorsalgia, unspecified",M54.9,74,318857056,0.02,0.00%,
2014,2014,Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic),V87.1,74,318857056,0.02,0.00%,
2014,2014,Fall from tree,W14,74,318857056,0.02,0.00%,
2014,2014,"Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident",V04.0,73,318857056,0.02,0.00%,
2014,2014,Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident,V80.0,73,318857056,0.02,0.00%,
2014,2014,"Sequelae of surgical and medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Y88.3,73,318857056,0.02,0.00%,
2014,2014,Thorax - Malignant neoplasms,C76.1,72,318857056,0.02,0.00%,
2014,2014,"Diverticulum of oesophagus, acquired",K22.5,72,318857056,0.02,0.00%,
2014,2014,"Motorcycle rider injured in collision with heavy transport vehicle or bus, driver injured in traffic accident",V24.4,72,318857056,0.02,0.00%,
2014,2014,Contact with powered lawnmower,W28,72,318857056,0.02,0.00%,
2014,2014,"Lip, unspecified - Malignant neoplasms",C00.9,71,318857056,0.02,0.00%,
2014,2014,Streptococcal meningitis,G00.2,71,318857056,0.02,0.00%,
2014,2014,Chronic cholecystitis,K81.1,71,318857056,0.02,0.00%,
2014,2014,"Bladder disorder, unspecified",N32.9,71,318857056,0.02,0.00%,
2014,2014,Heart - Malignant neoplasms,C38.0,70,318857056,0.02,0.00%,
2014,2014,"Lip, oral cavity and pharynx - Uncertain neoplasms",D37.0,70,318857056,0.02,0.00%,
2014,2014,"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder",F15.9,70,318857056,0.02,0.00%,
2014,2014,Paralysis of vocal cords and larynx,J38.0,70,318857056,0.02,0.00%,
2014,2014,"Gout, unspecified",M10.9,70,318857056,0.02,0.00%,
2014,2014,"Noninflammatory disorder of ovary, fallopian tube and broad ligament, unspecified",N83.9,70,318857056,0.02,0.00%,
2014,2014,Sequelae of intentional self-harm,Y87.0,70,318857056,0.02,0.00%,
2014,2014,Ovary - Uncertain neoplasms,D39.1,69,318857056,0.02,0.00%,
2014,2014,"Mental and behavioural disorders due to use of alcohol, withdrawal state with delirium",F10.4,69,318857056,0.02,0.00%,
2014,2014,"Hemiplegia, unspecified",G81.9,69,318857056,0.02,0.00%,
2014,2014,Sequelae of subarachnoid haemorrhage,I69.0,69,318857056,0.02,0.00%,
2014,2014,"Intestinal malabsorption, unspecified",K90.9,69,318857056,0.02,0.00%,
2014,2014,Malignant neoplasm of pyriform sinus,C12,68,318857056,0.02,0.00%,
2014,2014,Atherosclerosis of aorta,I70.0,68,318857056,0.02,0.00%,
2014,2014,"Thoracoabdominal aortic aneurysm, ruptured",I71.5,68,318857056,0.02,0.00%,
2014,2014,Bullous pemphigoid,L12.0,68,318857056,0.02,0.00%,
2014,2014,Newborn affected by maternal hypertensive disorders,P00.0,68,318857056,0.02,0.00%,
2014,2014,Bronchopulmonary dysplasia originating in the perinatal period,P27.1,68,318857056,0.02,0.00%,
2014,2014,Discordant ventriculoarterial connection,Q20.3,68,318857056,0.02,0.00%,
2014,2014,"Peripheral nerves and autonomic nervous system, unspecified - Malignant neoplasms",C47.9,67,318857056,0.02,0.00%,
2014,2014,"Corpus uteri, unspecified - Malignant neoplasms",C54.9,67,318857056,0.02,0.00%,
2014,2014,Myxoedema coma,E03.5,67,318857056,0.02,0.00%,
2014,2014,Calculus of bile duct with cholangitis,K80.3,67,318857056,0.02,0.00%,
2014,2014,"Cutaneous abscess, furuncle and carbuncle of limb",L02.4,67,318857056,0.02,0.00%,
2014,2014,Cellulitis of trunk,L03.3,67,318857056,0.02,0.00%,
2014,2014,"Spondylopathy, unspecified",M48.9,67,318857056,0.02,0.00%,
2014,2014,"Osteochondrodysplasia, unspecified",Q78.9,67,318857056,0.02,0.00%,
2014,2014,Other specified septicaemia,A41.8,66,318857056,0.02,0.00%,
2014,2014,Cerebral cryptococcosis,B45.1,66,318857056,0.02,0.00%,
2014,2014,"Malignant neoplasm of lymphoid, haematopoietic and related tissue, unspecified - Malignant neoplasms",C96.9,66,318857056,0.02,0.00%,
2014,2014,Breast - Uncertain neoplasms,D48.6,66,318857056,0.02,0.00%,
2014,2014,"Intra-abdominal and pelvic swelling, mass and lump",R19.0,66,318857056,0.02,0.00%,
2014,2014,Other and unspecified symptoms and signs involving cognitive functions and awareness,R41.8,66,318857056,0.02,0.00%,
2014,2014,Assault by bodily force,Y04,66,318857056,0.02,0.00%,
2014,2014,Hereditary factor VIII deficiency,D66,65,318857056,0.02,0.00%,
2014,2014,Rectal abscess,K61.1,65,318857056,0.02,0.00%,
2014,2014,"Intracranial (nontraumatic) haemorrhage of newborn, unspecified",P52.9,65,318857056,0.02,0.00%,
2014,2014,Atrioventricular septal defect,Q21.2,65,318857056,0.02,0.00%,
2014,2014,Potter syndrome,Q60.6,65,318857056,0.02,0.00%,
2014,2014,"Pedal cyclist injured in noncollision transport accident, unspecified pedal cyclist injured in traffic accident",V18.9,65,318857056,0.02,0.00%,
2014,2014,Pancreatic duct - Malignant neoplasms,C25.3,64,318857056,0.02,0.00%,
2014,2014,Severe mental retardation,F72,64,318857056,0.02,0.00%,
2014,2014,"Cutaneous abscess, furuncle and carbuncle of trunk",L02.2,64,318857056,0.02,0.00%,
2014,2014,Extremely low birth weight,P07.0,64,318857056,0.02,0.00%,
2014,2014,"Contact with hornets, wasps and bees",X23,64,318857056,0.02,0.00%,
2014,2014,"Herpesviral infection, unspecified",B00.9,63,318857056,0.02,0.00%,
2014,2014,"Anxiety disorder, unspecified",F41.9,63,318857056,0.02,0.00%,
2014,2014,Malignant neuroleptic syndrome,G21.0,63,318857056,0.02,0.00%,
2014,2014,"Other disorders of nervous system, not elsewhere classified",G98,63,318857056,0.02,0.00%,
2014,2014,"Combined disorders of mitral, aortic and tricuspid valves",I08.3,63,318857056,0.02,0.00%,
2014,2014,Gastro-oesophageal laceration-haemorrhage syndrome,K22.6,63,318857056,0.02,0.00%,
2014,2014,Other specified diseases of pancreas,K86.8,63,318857056,0.02,0.00%,
2014,2014,"Cystitis, unspecified",N30.9,63,318857056,0.02,0.00%,
2014,2014,Anticoagulants,Y44.2,63,318857056,0.02,0.00%,
2014,2014,Ill-defined sites within the respiratory system - Malignant neoplasms,C39.9,62,318857056,0.02,0.00%,
2014,2014,Generalized idiopathic epilepsy and epileptic syndromes,G40.3,62,318857056,0.02,0.00%,
2014,2014,Interstitial emphysema,J98.2,62,318857056,0.02,0.00%,
2014,2014,"Newborn affected by complication of labour and delivery, unspecified",P03.9,62,318857056,0.02,0.00%,
2014,2014,Pneumothorax originating in the perinatal period,P25.1,62,318857056,0.02,0.00%,
2014,2014,Renal dysplasia,Q61.4,62,318857056,0.02,0.00%,
2014,2014,Urinary catheterization,Y84.6,62,318857056,0.02,0.00%,
2014,2014,"Endocrine gland, unspecified - Malignant neoplasms",C75.9,61,318857056,0.02,0.00%,
2014,2014,"Disease of blood and blood-forming organs, unspecified",D75.9,61,318857056,0.02,0.00%,
2014,2014,"Disorder of thyroid, unspecified",E07.9,61,318857056,0.02,0.00%,
2014,2014,Aneurysm of heart,I25.3,61,318857056,0.02,0.00%,
2014,2014,Other and unspecified atrioventricular block,I44.3,61,318857056,0.02,0.00%,
2014,2014,"Chronic hepatitis, unspecified",K73.9,61,318857056,0.02,0.00%,
2014,2014,Other and unspecified kyphosis,M40.2,61,318857056,0.02,0.00%,
2014,2014,Microcephaly,Q02,61,318857056,0.02,0.00%,
2014,2014,Osteogenesis imperfecta,Q78.0,61,318857056,0.02,0.00%,
2014,2014,Exposure to other and unspecified inanimate mechanical forces,W49,61,318857056,0.02,0.00%,
2014,2014,Victim of cataclysmic storm,X37,61,318857056,0.02,0.00%,
2014,2014,"Falling, jumping or pushed from a high place, undetermined intent",Y30,61,318857056,0.02,0.00%,
2014,2014,Unspecified lump in breast,N63,60,318857056,0.02,0.00%,
2014,2014,Newborn affected by other maternal complications of pregnancy,P01.8,60,318857056,0.02,0.00%,
2014,2014,Newborn affected by placental transfusion syndromes,P02.3,60,318857056,0.02,0.00%,
2014,2014,Long bones of lower limb - Malignant neoplasms,C40.2,59,318857056,0.02,0.00%,
2014,2014,Abscess of lung with pneumonia,J85.1,59,318857056,0.02,0.00%,
2014,2014,Hypersensitivity angiitis,M31.0,59,318857056,0.02,0.00%,
2014,2014,"Other specified congenital malformation syndromes, not elsewhere classified",Q87.8,59,318857056,0.02,0.00%,
2014,2014,"Motorcycle rider injured in collision with pedestrian or animal, driver injured in traffic accident",V20.4,59,318857056,0.02,0.00%,
2014,2014,"Poisoning by and exposure to alcohol, undetermined intent",Y15,59,318857056,0.02,0.00%,
2014,2014,Non-Hodgkin lymphoma lymphoblastic (diffuse),C83.5,58,318857056,0.02,0.00%,
2014,2014,"Hyperparathyroidism, unspecified",E21.3,58,318857056,0.02,0.00%,
2014,2014,Peritoneal adhesions,K66.0,58,318857056,0.02,0.00%,
2014,2014,"Disease of digestive system, unspecified",K92.9,58,318857056,0.02,0.00%,
2014,2014,Exposure to electric transmission lines,W85,58,318857056,0.02,0.00%,
2014,2014,Other specified polyneuropathies,G62.8,57,318857056,0.02,0.00%,
2014,2014,"Cerebral arteritis, not elsewhere classified",I67.7,57,318857056,0.02,0.00%,
2014,2014,Unspecified acute lower respiratory infection,J22,57,318857056,0.02,0.00%,
2014,2014,Kinking and stricture of ureter without hydronephrosis,N13.5,57,318857056,0.02,0.00%,
2014,2014,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,R29.8,57,318857056,0.02,0.00%,
2014,2014,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van, passenger injured in traffic accident",V53.6,57,318857056,0.02,0.00%,
2014,2014,Skin of trunk - Malignant neoplasms,C44.5,56,318857056,0.02,0.00%,
2014,2014,"Connective and soft tissue of upper limb, including shoulder - Malignant neoplasms",C49.1,56,318857056,0.02,0.00%,
2014,2014,Neuronal ceroid lipofuscinosis,E75.4,56,318857056,0.02,0.00%,
2014,2014,Embolism and thrombosis of other specified veins,I82.8,56,318857056,0.02,0.00%,
2014,2014,Oesophageal varices without bleeding,I85.9,56,318857056,0.02,0.00%,
2014,2014,Alcohol-induced chronic pancreatitis,K86.0,56,318857056,0.02,0.00%,
2014,2014,Assault by crashing of motor vehicle,Y03,56,318857056,0.02,0.00%,
2014,2014,Lymphosarcoma - Malignant neoplasms,C85.0,55,318857056,0.02,0.00%,
2014,2014,Uterus - Uncertain neoplasms,D39.0,55,318857056,0.02,0.00%,
